frame,x_0,y_0,dx_0,dy_0,velocity_0,acceleration_0,x_1,y_1,dx_1,dy_1,velocity_1,acceleration_1,x_2,y_2,dx_2,dy_2,velocity_2,acceleration_2,x_3,y_3,dx_3,dy_3,velocity_3,acceleration_3,x_4,y_4,dx_4,dy_4,velocity_4,acceleration_4,x_5,y_5,dx_5,dy_5,velocity_5,acceleration_5,x_6,y_6,dx_6,dy_6,velocity_6,acceleration_6,x_7,y_7,dx_7,dy_7,velocity_7,acceleration_7,x_8,y_8,dx_8,dy_8,velocity_8,acceleration_8,x_9,y_9,dx_9,dy_9,velocity_9,acceleration_9,x_10,y_10,dx_10,dy_10,velocity_10,acceleration_10,x_11,y_11,dx_11,dy_11,velocity_11,acceleration_11,x_12,y_12,dx_12,dy_12,velocity_12,acceleration_12,x_13,y_13,dx_13,dy_13,velocity_13,acceleration_13,x_14,y_14,dx_14,dy_14,velocity_14,acceleration_14
65,772.1108983013996,772.996717185991,-44.22970808663035,52.95563353746718,68.99685645580567,2.8878815723493574,754.829743699174,732.8368399384054,-17.281154602225683,-40.15987724758554,43.720178921490756,-25.276677534314913,723.0571523727319,742.341913496883,-31.77259132644201,9.505073558477534,33.16389577460958,-10.556283146881178,688.3276067994119,751.1521944327458,-34.729545573320024,8.810280935862806,35.82962999945911,2.6657342248495297,655.565037934658,755.0482558541382,-32.762568864753916,3.89606142139246,32.99341166380048,-2.8362183356586286,623.5387717640336,753.9587380234674,-32.02626617062435,-1.089517830670843,32.04479324219502,-0.9486184216054596,575.8378821842564,802.9586574149498,-47.700889579777254,48.99991939148242,68.38396717852714,36.339173936332124,536.8988352372838,821.8595695709473,-38.93904694697255,18.900912155997503,43.283875259353415,-25.100091919173728,514.7894064757818,815.2000520042579,-22.109428761502045,-6.659517566689374,23.09060446114346,-20.193270798209955,485.250923626567,816.9866295466467,-29.5384828492148,1.7865775423887271,29.59246235696389,6.501857895820429,457.2156566570155,815.7481773400301,-28.035266969551515,-1.2384522066165573,28.062607824685497,-1.5298545322783923,484.69473457178026,762.2645927496825,27.479077914764787,-53.48358459034762,60.129805784474165,32.06719795978867,478.60750251214165,745.1392246390424,-6.087232059638609,-17.125368110640125,18.175055077573266,-41.954750706900896,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098
66,754.829743699174,732.8368399384054,-17.281154602225683,-40.15987724758554,43.720178921490756,-25.276677534314913,723.0571523727319,742.341913496883,-31.77259132644201,9.505073558477534,33.16389577460958,-10.556283146881178,688.3276067994119,751.1521944327458,-34.729545573320024,8.810280935862806,35.82962999945911,2.6657342248495297,655.565037934658,755.0482558541382,-32.762568864753916,3.89606142139246,32.99341166380048,-2.8362183356586286,623.5387717640336,753.9587380234674,-32.02626617062435,-1.089517830670843,32.04479324219502,-0.9486184216054596,575.8378821842564,802.9586574149498,-47.700889579777254,48.99991939148242,68.38396717852714,36.339173936332124,536.8988352372838,821.8595695709473,-38.93904694697255,18.900912155997503,43.283875259353415,-25.100091919173728,514.7894064757818,815.2000520042579,-22.109428761502045,-6.659517566689374,23.09060446114346,-20.193270798209955,485.250923626567,816.9866295466467,-29.5384828492148,1.7865775423887271,29.59246235696389,6.501857895820429,457.2156566570155,815.7481773400301,-28.035266969551515,-1.2384522066165573,28.062607824685497,-1.5298545322783923,484.69473457178026,762.2645927496825,27.479077914764787,-53.48358459034762,60.129805784474165,32.06719795978867,478.60750251214165,745.1392246390424,-6.087232059638609,-17.125368110640125,18.175055077573266,-41.954750706900896,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045
67,723.0571523727319,742.341913496883,-31.77259132644201,9.505073558477534,33.16389577460958,-10.556283146881178,688.3276067994119,751.1521944327458,-34.729545573320024,8.810280935862806,35.82962999945911,2.6657342248495297,655.565037934658,755.0482558541382,-32.762568864753916,3.89606142139246,32.99341166380048,-2.8362183356586286,623.5387717640336,753.9587380234674,-32.02626617062435,-1.089517830670843,32.04479324219502,-0.9486184216054596,575.8378821842564,802.9586574149498,-47.700889579777254,48.99991939148242,68.38396717852714,36.339173936332124,536.8988352372838,821.8595695709473,-38.93904694697255,18.900912155997503,43.283875259353415,-25.100091919173728,514.7894064757818,815.2000520042579,-22.109428761502045,-6.659517566689374,23.09060446114346,-20.193270798209955,485.250923626567,816.9866295466467,-29.5384828492148,1.7865775423887271,29.59246235696389,6.501857895820429,457.2156566570155,815.7481773400301,-28.035266969551515,-1.2384522066165573,28.062607824685497,-1.5298545322783923,484.69473457178026,762.2645927496825,27.479077914764787,-53.48358459034762,60.129805784474165,32.06719795978867,478.60750251214165,745.1392246390424,-6.087232059638609,-17.125368110640125,18.175055077573266,-41.954750706900896,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815
68,688.3276067994119,751.1521944327458,-34.729545573320024,8.810280935862806,35.82962999945911,2.6657342248495297,655.565037934658,755.0482558541382,-32.762568864753916,3.89606142139246,32.99341166380048,-2.8362183356586286,623.5387717640336,753.9587380234674,-32.02626617062435,-1.089517830670843,32.04479324219502,-0.9486184216054596,575.8378821842564,802.9586574149498,-47.700889579777254,48.99991939148242,68.38396717852714,36.339173936332124,536.8988352372838,821.8595695709473,-38.93904694697255,18.900912155997503,43.283875259353415,-25.100091919173728,514.7894064757818,815.2000520042579,-22.109428761502045,-6.659517566689374,23.09060446114346,-20.193270798209955,485.250923626567,816.9866295466467,-29.5384828492148,1.7865775423887271,29.59246235696389,6.501857895820429,457.2156566570155,815.7481773400301,-28.035266969551515,-1.2384522066165573,28.062607824685497,-1.5298545322783923,484.69473457178026,762.2645927496825,27.479077914764787,-53.48358459034762,60.129805784474165,32.06719795978867,478.60750251214165,745.1392246390424,-6.087232059638609,-17.125368110640125,18.175055077573266,-41.954750706900896,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062
69,655.565037934658,755.0482558541382,-32.762568864753916,3.89606142139246,32.99341166380048,-2.8362183356586286,623.5387717640336,753.9587380234674,-32.02626617062435,-1.089517830670843,32.04479324219502,-0.9486184216054596,575.8378821842564,802.9586574149498,-47.700889579777254,48.99991939148242,68.38396717852714,36.339173936332124,536.8988352372838,821.8595695709473,-38.93904694697255,18.900912155997503,43.283875259353415,-25.100091919173728,514.7894064757818,815.2000520042579,-22.109428761502045,-6.659517566689374,23.09060446114346,-20.193270798209955,485.250923626567,816.9866295466467,-29.5384828492148,1.7865775423887271,29.59246235696389,6.501857895820429,457.2156566570155,815.7481773400301,-28.035266969551515,-1.2384522066165573,28.062607824685497,-1.5298545322783923,484.69473457178026,762.2645927496825,27.479077914764787,-53.48358459034762,60.129805784474165,32.06719795978867,478.60750251214165,745.1392246390424,-6.087232059638609,-17.125368110640125,18.175055077573266,-41.954750706900896,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062,599.8103039096618,587.5470695554063,49.77059991461863,-43.76268065809211,66.27431504167497,2.1791086195346594
70,623.5387717640336,753.9587380234674,-32.02626617062435,-1.089517830670843,32.04479324219502,-0.9486184216054596,575.8378821842564,802.9586574149498,-47.700889579777254,48.99991939148242,68.38396717852714,36.339173936332124,536.8988352372838,821.8595695709473,-38.93904694697255,18.900912155997503,43.283875259353415,-25.100091919173728,514.7894064757818,815.2000520042579,-22.109428761502045,-6.659517566689374,23.09060446114346,-20.193270798209955,485.250923626567,816.9866295466467,-29.5384828492148,1.7865775423887271,29.59246235696389,6.501857895820429,457.2156566570155,815.7481773400301,-28.035266969551515,-1.2384522066165573,28.062607824685497,-1.5298545322783923,484.69473457178026,762.2645927496825,27.479077914764787,-53.48358459034762,60.129805784474165,32.06719795978867,478.60750251214165,745.1392246390424,-6.087232059638609,-17.125368110640125,18.175055077573266,-41.954750706900896,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062,599.8103039096618,587.5470695554063,49.77059991461863,-43.76268065809211,66.27431504167497,2.1791086195346594,648.4365044009345,545.927661798079,48.6262004912727,-41.61940775732728,64.00533162392117,-2.2689834177538017
71,575.8378821842564,802.9586574149498,-47.700889579777254,48.99991939148242,68.38396717852714,36.339173936332124,536.8988352372838,821.8595695709473,-38.93904694697255,18.900912155997503,43.283875259353415,-25.100091919173728,514.7894064757818,815.2000520042579,-22.109428761502045,-6.659517566689374,23.09060446114346,-20.193270798209955,485.250923626567,816.9866295466467,-29.5384828492148,1.7865775423887271,29.59246235696389,6.501857895820429,457.2156566570155,815.7481773400301,-28.035266969551515,-1.2384522066165573,28.062607824685497,-1.5298545322783923,484.69473457178026,762.2645927496825,27.479077914764787,-53.48358459034762,60.129805784474165,32.06719795978867,478.60750251214165,745.1392246390424,-6.087232059638609,-17.125368110640125,18.175055077573266,-41.954750706900896,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062,599.8103039096618,587.5470695554063,49.77059991461863,-43.76268065809211,66.27431504167497,2.1791086195346594,648.4365044009345,545.927661798079,48.6262004912727,-41.61940775732728,64.00533162392117,-2.2689834177538017,709.475631552458,497.452081828158,61.03912715152353,-48.47557996992106,77.9465002218834,13.941168597962232
72,536.8988352372838,821.8595695709473,-38.93904694697255,18.900912155997503,43.283875259353415,-25.100091919173728,514.7894064757818,815.2000520042579,-22.109428761502045,-6.659517566689374,23.09060446114346,-20.193270798209955,485.250923626567,816.9866295466467,-29.5384828492148,1.7865775423887271,29.59246235696389,6.501857895820429,457.2156566570155,815.7481773400301,-28.035266969551515,-1.2384522066165573,28.062607824685497,-1.5298545322783923,484.69473457178026,762.2645927496825,27.479077914764787,-53.48358459034762,60.129805784474165,32.06719795978867,478.60750251214165,745.1392246390424,-6.087232059638609,-17.125368110640125,18.175055077573266,-41.954750706900896,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062,599.8103039096618,587.5470695554063,49.77059991461863,-43.76268065809211,66.27431504167497,2.1791086195346594,648.4365044009345,545.927661798079,48.6262004912727,-41.61940775732728,64.00533162392117,-2.2689834177538017,709.475631552458,497.452081828158,61.03912715152353,-48.47557996992106,77.9465002218834,13.941168597962232,779.3601637313647,444.5023002378289,69.88453217890662,-52.94978159032911,87.67854474344446,9.732044521561065
73,514.7894064757818,815.2000520042579,-22.109428761502045,-6.659517566689374,23.09060446114346,-20.193270798209955,485.250923626567,816.9866295466467,-29.5384828492148,1.7865775423887271,29.59246235696389,6.501857895820429,457.2156566570155,815.7481773400301,-28.035266969551515,-1.2384522066165573,28.062607824685497,-1.5298545322783923,484.69473457178026,762.2645927496825,27.479077914764787,-53.48358459034762,60.129805784474165,32.06719795978867,478.60750251214165,745.1392246390424,-6.087232059638609,-17.125368110640125,18.175055077573266,-41.954750706900896,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062,599.8103039096618,587.5470695554063,49.77059991461863,-43.76268065809211,66.27431504167497,2.1791086195346594,648.4365044009345,545.927661798079,48.6262004912727,-41.61940775732728,64.00533162392117,-2.2689834177538017,709.475631552458,497.452081828158,61.03912715152353,-48.47557996992106,77.9465002218834,13.941168597962232,779.3601637313647,444.5023002378289,69.88453217890662,-52.94978159032911,87.67854474344446,9.732044521561065,858.0901009376544,387.07831702709166,78.72993720628972,-57.42398321073722,97.44699513219149,9.768450388747027
74,485.250923626567,816.9866295466467,-29.5384828492148,1.7865775423887271,29.59246235696389,6.501857895820429,457.2156566570155,815.7481773400301,-28.035266969551515,-1.2384522066165573,28.062607824685497,-1.5298545322783923,484.69473457178026,762.2645927496825,27.479077914764787,-53.48358459034762,60.129805784474165,32.06719795978867,478.60750251214165,745.1392246390424,-6.087232059638609,-17.125368110640125,18.175055077573266,-41.954750706900896,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062,599.8103039096618,587.5470695554063,49.77059991461863,-43.76268065809211,66.27431504167497,2.1791086195346594,648.4365044009345,545.927661798079,48.6262004912727,-41.61940775732728,64.00533162392117,-2.2689834177538017,709.475631552458,497.452081828158,61.03912715152353,-48.47557996992106,77.9465002218834,13.941168597962232,779.3601637313647,444.5023002378289,69.88453217890662,-52.94978159032911,87.67854474344446,9.732044521561065,858.0901009376544,387.07831702709166,78.72993720628972,-57.42398321073722,97.44699513219149,9.768450388747027,945.6654431713272,325.1801321959463,87.57534223367281,-61.89818483114533,107.24190343674223,9.794908304550745
75,457.2156566570155,815.7481773400301,-28.035266969551515,-1.2384522066165573,28.062607824685497,-1.5298545322783923,484.69473457178026,762.2645927496825,27.479077914764787,-53.48358459034762,60.129805784474165,32.06719795978867,478.60750251214165,745.1392246390424,-6.087232059638609,-17.125368110640125,18.175055077573266,-41.954750706900896,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062,599.8103039096618,587.5470695554063,49.77059991461863,-43.76268065809211,66.27431504167497,2.1791086195346594,648.4365044009345,545.927661798079,48.6262004912727,-41.61940775732728,64.00533162392117,-2.2689834177538017,709.475631552458,497.452081828158,61.03912715152353,-48.47557996992106,77.9465002218834,13.941168597962232,779.3601637313647,444.5023002378289,69.88453217890662,-52.94978159032911,87.67854474344446,9.732044521561065,858.0901009376544,387.07831702709166,78.72993720628972,-57.42398321073722,97.44699513219149,9.768450388747027,945.6654431713272,325.1801321959463,87.57534223367281,-61.89818483114533,107.24190343674223,9.794908304550745,1042.086190432383,258.8077457443929,96.42074726105591,-66.37238645155344,117.05662811500584,9.814724678263602
76,484.69473457178026,762.2645927496825,27.479077914764787,-53.48358459034762,60.129805784474165,32.06719795978867,478.60750251214165,745.1392246390424,-6.087232059638609,-17.125368110640125,18.175055077573266,-41.954750706900896,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062,599.8103039096618,587.5470695554063,49.77059991461863,-43.76268065809211,66.27431504167497,2.1791086195346594,648.4365044009345,545.927661798079,48.6262004912727,-41.61940775732728,64.00533162392117,-2.2689834177538017,709.475631552458,497.452081828158,61.03912715152353,-48.47557996992106,77.9465002218834,13.941168597962232,779.3601637313647,444.5023002378289,69.88453217890662,-52.94978159032911,87.67854474344446,9.732044521561065,858.0901009376544,387.07831702709166,78.72993720628972,-57.42398321073722,97.44699513219149,9.768450388747027,945.6654431713272,325.1801321959463,87.57534223367281,-61.89818483114533,107.24190343674223,9.794908304550745,1042.086190432383,258.8077457443929,96.42074726105591,-66.37238645155344,117.05662811500584,9.814724678263602,850.5232101808956,397.90508858526414,-191.5629802514875,139.09734284087125,236.7370824104721,119.68045429546628
77,478.60750251214165,745.1392246390424,-6.087232059638609,-17.125368110640125,18.175055077573266,-41.954750706900896,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062,599.8103039096618,587.5470695554063,49.77059991461863,-43.76268065809211,66.27431504167497,2.1791086195346594,648.4365044009345,545.927661798079,48.6262004912727,-41.61940775732728,64.00533162392117,-2.2689834177538017,709.475631552458,497.452081828158,61.03912715152353,-48.47557996992106,77.9465002218834,13.941168597962232,779.3601637313647,444.5023002378289,69.88453217890662,-52.94978159032911,87.67854474344446,9.732044521561065,858.0901009376544,387.07831702709166,78.72993720628972,-57.42398321073722,97.44699513219149,9.768450388747027,945.6654431713272,325.1801321959463,87.57534223367281,-61.89818483114533,107.24190343674223,9.794908304550745,1042.086190432383,258.8077457443929,96.42074726105591,-66.37238645155344,117.05662811500584,9.814724678263602,850.5232101808956,397.90508858526414,-191.5629802514875,139.09734284087125,236.7370824104721,119.68045429546628,875.7157326045252,383.80940312201074,25.19252242362961,-14.095685463253403,28.867828715441245,-207.86925369503086
78,471.6090009981154,733.2239860605782,-6.998501514026259,-11.915238578464141,13.818535878433288,-4.356519199139978,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062,599.8103039096618,587.5470695554063,49.77059991461863,-43.76268065809211,66.27431504167497,2.1791086195346594,648.4365044009345,545.927661798079,48.6262004912727,-41.61940775732728,64.00533162392117,-2.2689834177538017,709.475631552458,497.452081828158,61.03912715152353,-48.47557996992106,77.9465002218834,13.941168597962232,779.3601637313647,444.5023002378289,69.88453217890662,-52.94978159032911,87.67854474344446,9.732044521561065,858.0901009376544,387.07831702709166,78.72993720628972,-57.42398321073722,97.44699513219149,9.768450388747027,945.6654431713272,325.1801321959463,87.57534223367281,-61.89818483114533,107.24190343674223,9.794908304550745,1042.086190432383,258.8077457443929,96.42074726105591,-66.37238645155344,117.05662811500584,9.814724678263602,850.5232101808956,397.90508858526414,-191.5629802514875,139.09734284087125,236.7370824104721,119.68045429546628,875.7157326045252,383.80940312201074,25.19252242362961,-14.095685463253403,28.867828715441245,-207.86925369503086,899.4920408023929,372.5271209533218,23.776308197867706,-11.282282168688937,26.317346417408945,-2.5504822980323
79,463.72648707113785,727.3038499453112,-7.882513926977538,-5.9201361152670415,9.85809502045319,-3.960440857980098,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062,599.8103039096618,587.5470695554063,49.77059991461863,-43.76268065809211,66.27431504167497,2.1791086195346594,648.4365044009345,545.927661798079,48.6262004912727,-41.61940775732728,64.00533162392117,-2.2689834177538017,709.475631552458,497.452081828158,61.03912715152353,-48.47557996992106,77.9465002218834,13.941168597962232,779.3601637313647,444.5023002378289,69.88453217890662,-52.94978159032911,87.67854474344446,9.732044521561065,858.0901009376544,387.07831702709166,78.72993720628972,-57.42398321073722,97.44699513219149,9.768450388747027,945.6654431713272,325.1801321959463,87.57534223367281,-61.89818483114533,107.24190343674223,9.794908304550745,1042.086190432383,258.8077457443929,96.42074726105591,-66.37238645155344,117.05662811500584,9.814724678263602,850.5232101808956,397.90508858526414,-191.5629802514875,139.09734284087125,236.7370824104721,119.68045429546628,875.7157326045252,383.80940312201074,25.19252242362961,-14.095685463253403,28.867828715441245,-207.86925369503086,899.4920408023929,372.5271209533218,23.776308197867706,-11.282282168688937,26.317346417408945,-2.5504822980323,921.5183672737559,363.1866437818999,22.02632647136295,-9.340477171421924,23.924957086960852,-2.3923893304480934
80,463.49271067576774,710.7360482221006,-0.2337763953701142,-16.56780172321055,16.569450966844094,6.7113559463909045,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062,599.8103039096618,587.5470695554063,49.77059991461863,-43.76268065809211,66.27431504167497,2.1791086195346594,648.4365044009345,545.927661798079,48.6262004912727,-41.61940775732728,64.00533162392117,-2.2689834177538017,709.475631552458,497.452081828158,61.03912715152353,-48.47557996992106,77.9465002218834,13.941168597962232,779.3601637313647,444.5023002378289,69.88453217890662,-52.94978159032911,87.67854474344446,9.732044521561065,858.0901009376544,387.07831702709166,78.72993720628972,-57.42398321073722,97.44699513219149,9.768450388747027,945.6654431713272,325.1801321959463,87.57534223367281,-61.89818483114533,107.24190343674223,9.794908304550745,1042.086190432383,258.8077457443929,96.42074726105591,-66.37238645155344,117.05662811500584,9.814724678263602,850.5232101808956,397.90508858526414,-191.5629802514875,139.09734284087125,236.7370824104721,119.68045429546628,875.7157326045252,383.80940312201074,25.19252242362961,-14.095685463253403,28.867828715441245,-207.86925369503086,899.4920408023929,372.5271209533218,23.776308197867706,-11.282282168688937,26.317346417408945,-2.5504822980323,921.5183672737559,363.1866437818999,22.02632647136295,-9.340477171421924,23.924957086960852,-2.3923893304480934,941.003325984222,357.5583247150648,19.484958710466117,-5.628319066835047,20.28155791517674,-3.643399171784111
81,503.7843359100927,675.6790685497375,40.291625234324954,-35.05697967236313,53.407929072112246,36.83847810526815,550.0397039950432,631.3097502134984,46.255368084950476,-44.369318336239076,64.09520642214031,10.687277350028062,599.8103039096618,587.5470695554063,49.77059991461863,-43.76268065809211,66.27431504167497,2.1791086195346594,648.4365044009345,545.927661798079,48.6262004912727,-41.61940775732728,64.00533162392117,-2.2689834177538017,709.475631552458,497.452081828158,61.03912715152353,-48.47557996992106,77.9465002218834,13.941168597962232,779.3601637313647,444.5023002378289,69.88453217890662,-52.94978159032911,87.67854474344446,9.732044521561065,858.0901009376544,387.07831702709166,78.72993720628972,-57.42398321073722,97.44699513219149,9.768450388747027,945.6654431713272,325.1801321959463,87.57534223367281,-61.89818483114533,107.24190343674223,9.794908304550745,1042.086190432383,258.8077457443929,96.42074726105591,-66.37238645155344,117.05662811500584,9.814724678263602,850.5232101808956,397.90508858526414,-191.5629802514875,139.09734284087125,236.7370824104721,119.68045429546628,875.7157326045252,383.80940312201074,25.19252242362961,-14.095685463253403,28.867828715441245,-207.86925369503086,899.4920408023929,372.5271209533218,23.776308197867706,-11.282282168688937,26.317346417408945,-2.5504822980323,921.5183672737559,363.1866437818999,22.02632647136295,-9.340477171421924,23.924957086960852,-2.3923893304480934,941.003325984222,357.5583247150648,19.484958710466117,-5.628319066835047,20.28155791517674,-3.643399171784111,957.8400373891081,355.15557365511273,16.83671140488616,-2.402751059952095,17.007294422909382,-3.274263492267359
