frame,x_0,y_0,dx_0,dy_0,velocity_0,acceleration_0,x_1,y_1,dx_1,dy_1,velocity_1,acceleration_1,x_2,y_2,dx_2,dy_2,velocity_2,acceleration_2,x_3,y_3,dx_3,dy_3,velocity_3,acceleration_3,x_4,y_4,dx_4,dy_4,velocity_4,acceleration_4,x_5,y_5,dx_5,dy_5,velocity_5,acceleration_5,x_6,y_6,dx_6,dy_6,velocity_6,acceleration_6,x_7,y_7,dx_7,dy_7,velocity_7,acceleration_7,x_8,y_8,dx_8,dy_8,velocity_8,acceleration_8,x_9,y_9,dx_9,dy_9,velocity_9,acceleration_9,x_10,y_10,dx_10,dy_10,velocity_10,acceleration_10,x_11,y_11,dx_11,dy_11,velocity_11,acceleration_11,x_12,y_12,dx_12,dy_12,velocity_12,acceleration_12,x_13,y_13,dx_13,dy_13,velocity_13,acceleration_13,x_14,y_14,dx_14,dy_14,velocity_14,acceleration_14
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.6229248046875,391.8126983642578,0.0,0.0,0.0,0.0,1136.4794384219172,360.9326759645398,12.856513617229666,-30.88002239971803,33.44945030635181,33.44945030635181,1150.1254144338343,333.21125196309845,13.645976011917128,-27.721424001441335,30.89805835300182,-2.551391953349988,1165.651939144374,307.52036914489037,15.526524710539661,-25.69088281820808,30.018234950874408,-0.8798234021274105,1180.3676120640166,284.21187264167673,14.715672919642657,-23.308496503213632,27.565141732235414,-2.453093218638994,1193.2254878607023,263.07872719127397,12.857875796685676,-21.133145450402765,24.737316075736153,-2.827825656499261,1205.2650802716769,244.48724953508105,12.039592410974592,-18.59147765619292,22.149375315415053,-2.5879407603211,1216.9649929349991,226.44650201818845,11.699912663322266,-18.040747516892594,21.502477236300823,-0.64689807911423,1228.762599720714,211.19642946159047,11.797606785714834,-15.250072556597985,19.280773813616705,-2.2217034226841186,1240.1208338915824,198.00090179427514,11.3582341708684,-13.195527667315332,17.410670116315654,-1.870103697301051,1251.6317503231219,191.1053285757767,11.5109164315395,-6.895573218498441,13.41827586188177,-3.992394254433883
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.6229248046875,391.8126983642578,0.0,0.0,0.0,0.0,1136.4794384219172,360.9326759645398,12.856513617229666,-30.88002239971803,33.44945030635181,33.44945030635181,1150.1254144338343,333.21125196309845,13.645976011917128,-27.721424001441335,30.89805835300182,-2.551391953349988,1165.651939144374,307.52036914489037,15.526524710539661,-25.69088281820808,30.018234950874408,-0.8798234021274105,1180.3676120640166,284.21187264167673,14.715672919642657,-23.308496503213632,27.565141732235414,-2.453093218638994,1193.2254878607023,263.07872719127397,12.857875796685676,-21.133145450402765,24.737316075736153,-2.827825656499261,1205.2650802716769,244.48724953508105,12.039592410974592,-18.59147765619292,22.149375315415053,-2.5879407603211,1216.9649929349991,226.44650201818845,11.699912663322266,-18.040747516892594,21.502477236300823,-0.64689807911423,1228.762599720714,211.19642946159047,11.797606785714834,-15.250072556597985,19.280773813616705,-2.2217034226841186,1240.1208338915824,198.00090179427514,11.3582341708684,-13.195527667315332,17.410670116315654,-1.870103697301051,1251.6317503231219,191.1053285757767,11.5109164315395,-6.895573218498441,13.41827586188177,-3.992394254433883,1259.1129315568535,182.7352761530832,7.481181233731604,-8.370052422693504,11.226123561166398,-2.1921523007153727
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.6229248046875,391.8126983642578,0.0,0.0,0.0,0.0,1136.4794384219172,360.9326759645398,12.856513617229666,-30.88002239971803,33.44945030635181,33.44945030635181,1150.1254144338343,333.21125196309845,13.645976011917128,-27.721424001441335,30.89805835300182,-2.551391953349988,1165.651939144374,307.52036914489037,15.526524710539661,-25.69088281820808,30.018234950874408,-0.8798234021274105,1180.3676120640166,284.21187264167673,14.715672919642657,-23.308496503213632,27.565141732235414,-2.453093218638994,1193.2254878607023,263.07872719127397,12.857875796685676,-21.133145450402765,24.737316075736153,-2.827825656499261,1205.2650802716769,244.48724953508105,12.039592410974592,-18.59147765619292,22.149375315415053,-2.5879407603211,1216.9649929349991,226.44650201818845,11.699912663322266,-18.040747516892594,21.502477236300823,-0.64689807911423,1228.762599720714,211.19642946159047,11.797606785714834,-15.250072556597985,19.280773813616705,-2.2217034226841186,1240.1208338915824,198.00090179427514,11.3582341708684,-13.195527667315332,17.410670116315654,-1.870103697301051,1251.6317503231219,191.1053285757767,11.5109164315395,-6.895573218498441,13.41827586188177,-3.992394254433883,1259.1129315568535,182.7352761530832,7.481181233731604,-8.370052422693504,11.226123561166398,-2.1921523007153727,1267.326677451387,175.1047572669424,8.213745894533531,-7.630518886140777,11.211174786422587,-0.014948774743810844
13,0.0,0.0,0.0,0.0,0.0,0.0,1123.6229248046875,391.8126983642578,0.0,0.0,0.0,0.0,1136.4794384219172,360.9326759645398,12.856513617229666,-30.88002239971803,33.44945030635181,33.44945030635181,1150.1254144338343,333.21125196309845,13.645976011917128,-27.721424001441335,30.89805835300182,-2.551391953349988,1165.651939144374,307.52036914489037,15.526524710539661,-25.69088281820808,30.018234950874408,-0.8798234021274105,1180.3676120640166,284.21187264167673,14.715672919642657,-23.308496503213632,27.565141732235414,-2.453093218638994,1193.2254878607023,263.07872719127397,12.857875796685676,-21.133145450402765,24.737316075736153,-2.827825656499261,1205.2650802716769,244.48724953508105,12.039592410974592,-18.59147765619292,22.149375315415053,-2.5879407603211,1216.9649929349991,226.44650201818845,11.699912663322266,-18.040747516892594,21.502477236300823,-0.64689807911423,1228.762599720714,211.19642946159047,11.797606785714834,-15.250072556597985,19.280773813616705,-2.2217034226841186,1240.1208338915824,198.00090179427514,11.3582341708684,-13.195527667315332,17.410670116315654,-1.870103697301051,1251.6317503231219,191.1053285757767,11.5109164315395,-6.895573218498441,13.41827586188177,-3.992394254433883,1259.1129315568535,182.7352761530832,7.481181233731604,-8.370052422693504,11.226123561166398,-2.1921523007153727,1267.326677451387,175.1047572669424,8.213745894533531,-7.630518886140777,11.211174786422587,-0.014948774743810844,1278.0073444345574,166.31328812732573,10.68066698317034,-8.79146913961668,13.833530888324118,2.6223561019015307
14,1123.6229248046875,391.8126983642578,0.0,0.0,0.0,0.0,1136.4794384219172,360.9326759645398,12.856513617229666,-30.88002239971803,33.44945030635181,33.44945030635181,1150.1254144338343,333.21125196309845,13.645976011917128,-27.721424001441335,30.89805835300182,-2.551391953349988,1165.651939144374,307.52036914489037,15.526524710539661,-25.69088281820808,30.018234950874408,-0.8798234021274105,1180.3676120640166,284.21187264167673,14.715672919642657,-23.308496503213632,27.565141732235414,-2.453093218638994,1193.2254878607023,263.07872719127397,12.857875796685676,-21.133145450402765,24.737316075736153,-2.827825656499261,1205.2650802716769,244.48724953508105,12.039592410974592,-18.59147765619292,22.149375315415053,-2.5879407603211,1216.9649929349991,226.44650201818845,11.699912663322266,-18.040747516892594,21.502477236300823,-0.64689807911423,1228.762599720714,211.19642946159047,11.797606785714834,-15.250072556597985,19.280773813616705,-2.2217034226841186,1240.1208338915824,198.00090179427514,11.3582341708684,-13.195527667315332,17.410670116315654,-1.870103697301051,1251.6317503231219,191.1053285757767,11.5109164315395,-6.895573218498441,13.41827586188177,-3.992394254433883,1259.1129315568535,182.7352761530832,7.481181233731604,-8.370052422693504,11.226123561166398,-2.1921523007153727,1267.326677451387,175.1047572669424,8.213745894533531,-7.630518886140777,11.211174786422587,-0.014948774743810844,1278.0073444345574,166.31328812732573,10.68066698317034,-8.79146913961668,13.833530888324118,2.6223561019015307,1289.7757366953563,156.37799801679066,11.768392260798919,-9.935290110535078,15.401462462523746,1.567931574199628
15,1136.4794384219172,360.9326759645398,12.856513617229666,-30.88002239971803,33.44945030635181,33.44945030635181,1150.1254144338343,333.21125196309845,13.645976011917128,-27.721424001441335,30.89805835300182,-2.551391953349988,1165.651939144374,307.52036914489037,15.526524710539661,-25.69088281820808,30.018234950874408,-0.8798234021274105,1180.3676120640166,284.21187264167673,14.715672919642657,-23.308496503213632,27.565141732235414,-2.453093218638994,1193.2254878607023,263.07872719127397,12.857875796685676,-21.133145450402765,24.737316075736153,-2.827825656499261,1205.2650802716769,244.48724953508105,12.039592410974592,-18.59147765619292,22.149375315415053,-2.5879407603211,1216.9649929349991,226.44650201818845,11.699912663322266,-18.040747516892594,21.502477236300823,-0.64689807911423,1228.762599720714,211.19642946159047,11.797606785714834,-15.250072556597985,19.280773813616705,-2.2217034226841186,1240.1208338915824,198.00090179427514,11.3582341708684,-13.195527667315332,17.410670116315654,-1.870103697301051,1251.6317503231219,191.1053285757767,11.5109164315395,-6.895573218498441,13.41827586188177,-3.992394254433883,1259.1129315568535,182.7352761530832,7.481181233731604,-8.370052422693504,11.226123561166398,-2.1921523007153727,1267.326677451387,175.1047572669424,8.213745894533531,-7.630518886140777,11.211174786422587,-0.014948774743810844,1278.0073444345574,166.31328812732573,10.68066698317034,-8.79146913961668,13.833530888324118,2.6223561019015307,1289.7757366953563,156.37799801679066,11.768392260798919,-9.935290110535078,15.401462462523746,1.567931574199628,1303.491187426864,147.37624203442266,13.715450731507644,-9.001755982367996,16.40564535562413,1.0041828931003849
16,1150.1254144338343,333.21125196309845,13.645976011917128,-27.721424001441335,30.89805835300182,-2.551391953349988,1165.651939144374,307.52036914489037,15.526524710539661,-25.69088281820808,30.018234950874408,-0.8798234021274105,1180.3676120640166,284.21187264167673,14.715672919642657,-23.308496503213632,27.565141732235414,-2.453093218638994,1193.2254878607023,263.07872719127397,12.857875796685676,-21.133145450402765,24.737316075736153,-2.827825656499261,1205.2650802716769,244.48724953508105,12.039592410974592,-18.59147765619292,22.149375315415053,-2.5879407603211,1216.9649929349991,226.44650201818845,11.699912663322266,-18.040747516892594,21.502477236300823,-0.64689807911423,1228.762599720714,211.19642946159047,11.797606785714834,-15.250072556597985,19.280773813616705,-2.2217034226841186,1240.1208338915824,198.00090179427514,11.3582341708684,-13.195527667315332,17.410670116315654,-1.870103697301051,1251.6317503231219,191.1053285757767,11.5109164315395,-6.895573218498441,13.41827586188177,-3.992394254433883,1259.1129315568535,182.7352761530832,7.481181233731604,-8.370052422693504,11.226123561166398,-2.1921523007153727,1267.326677451387,175.1047572669424,8.213745894533531,-7.630518886140777,11.211174786422587,-0.014948774743810844,1278.0073444345574,166.31328812732573,10.68066698317034,-8.79146913961668,13.833530888324118,2.6223561019015307,1289.7757366953563,156.37799801679066,11.768392260798919,-9.935290110535078,15.401462462523746,1.567931574199628,1303.491187426864,147.37624203442266,13.715450731507644,-9.001755982367996,16.40564535562413,1.0041828931003849,1316.4930938919388,139.1197121797029,13.001906465074853,-8.256529854719759,15.401943285457,-1.0037020701671313
17,1165.651939144374,307.52036914489037,15.526524710539661,-25.69088281820808,30.018234950874408,-0.8798234021274105,1180.3676120640166,284.21187264167673,14.715672919642657,-23.308496503213632,27.565141732235414,-2.453093218638994,1193.2254878607023,263.07872719127397,12.857875796685676,-21.133145450402765,24.737316075736153,-2.827825656499261,1205.2650802716769,244.48724953508105,12.039592410974592,-18.59147765619292,22.149375315415053,-2.5879407603211,1216.9649929349991,226.44650201818845,11.699912663322266,-18.040747516892594,21.502477236300823,-0.64689807911423,1228.762599720714,211.19642946159047,11.797606785714834,-15.250072556597985,19.280773813616705,-2.2217034226841186,1240.1208338915824,198.00090179427514,11.3582341708684,-13.195527667315332,17.410670116315654,-1.870103697301051,1251.6317503231219,191.1053285757767,11.5109164315395,-6.895573218498441,13.41827586188177,-3.992394254433883,1259.1129315568535,182.7352761530832,7.481181233731604,-8.370052422693504,11.226123561166398,-2.1921523007153727,1267.326677451387,175.1047572669424,8.213745894533531,-7.630518886140777,11.211174786422587,-0.014948774743810844,1278.0073444345574,166.31328812732573,10.68066698317034,-8.79146913961668,13.833530888324118,2.6223561019015307,1289.7757366953563,156.37799801679066,11.768392260798919,-9.935290110535078,15.401462462523746,1.567931574199628,1303.491187426864,147.37624203442266,13.715450731507644,-9.001755982367996,16.40564535562413,1.0041828931003849,1316.4930938919388,139.1197121797029,13.001906465074853,-8.256529854719759,15.401943285457,-1.0037020701671313,1332.795144586325,130.7343297448899,16.302050694386253,-8.38538243481301,18.332252873567118,2.930309588110118
18,1180.3676120640166,284.21187264167673,14.715672919642657,-23.308496503213632,27.565141732235414,-2.453093218638994,1193.2254878607023,263.07872719127397,12.857875796685676,-21.133145450402765,24.737316075736153,-2.827825656499261,1205.2650802716769,244.48724953508105,12.039592410974592,-18.59147765619292,22.149375315415053,-2.5879407603211,1216.9649929349991,226.44650201818845,11.699912663322266,-18.040747516892594,21.502477236300823,-0.64689807911423,1228.762599720714,211.19642946159047,11.797606785714834,-15.250072556597985,19.280773813616705,-2.2217034226841186,1240.1208338915824,198.00090179427514,11.3582341708684,-13.195527667315332,17.410670116315654,-1.870103697301051,1251.6317503231219,191.1053285757767,11.5109164315395,-6.895573218498441,13.41827586188177,-3.992394254433883,1259.1129315568535,182.7352761530832,7.481181233731604,-8.370052422693504,11.226123561166398,-2.1921523007153727,1267.326677451387,175.1047572669424,8.213745894533531,-7.630518886140777,11.211174786422587,-0.014948774743810844,1278.0073444345574,166.31328812732573,10.68066698317034,-8.79146913961668,13.833530888324118,2.6223561019015307,1289.7757366953563,156.37799801679066,11.768392260798919,-9.935290110535078,15.401462462523746,1.567931574199628,1303.491187426864,147.37624203442266,13.715450731507644,-9.001755982367996,16.40564535562413,1.0041828931003849,1316.4930938919388,139.1197121797029,13.001906465074853,-8.256529854719759,15.401943285457,-1.0037020701671313,1332.795144586325,130.7343297448899,16.302050694386253,-8.38538243481301,18.332252873567118,2.930309588110118,1348.1398700313262,125.77730123080102,15.344725445001131,-4.957028514088876,16.125530399709504,-2.2067224738576137
19,1193.2254878607023,263.07872719127397,12.857875796685676,-21.133145450402765,24.737316075736153,-2.827825656499261,1205.2650802716769,244.48724953508105,12.039592410974592,-18.59147765619292,22.149375315415053,-2.5879407603211,1216.9649929349991,226.44650201818845,11.699912663322266,-18.040747516892594,21.502477236300823,-0.64689807911423,1228.762599720714,211.19642946159047,11.797606785714834,-15.250072556597985,19.280773813616705,-2.2217034226841186,1240.1208338915824,198.00090179427514,11.3582341708684,-13.195527667315332,17.410670116315654,-1.870103697301051,1251.6317503231219,191.1053285757767,11.5109164315395,-6.895573218498441,13.41827586188177,-3.992394254433883,1259.1129315568535,182.7352761530832,7.481181233731604,-8.370052422693504,11.226123561166398,-2.1921523007153727,1267.326677451387,175.1047572669424,8.213745894533531,-7.630518886140777,11.211174786422587,-0.014948774743810844,1278.0073444345574,166.31328812732573,10.68066698317034,-8.79146913961668,13.833530888324118,2.6223561019015307,1289.7757366953563,156.37799801679066,11.768392260798919,-9.935290110535078,15.401462462523746,1.567931574199628,1303.491187426864,147.37624203442266,13.715450731507644,-9.001755982367996,16.40564535562413,1.0041828931003849,1316.4930938919388,139.1197121797029,13.001906465074853,-8.256529854719759,15.401943285457,-1.0037020701671313,1332.795144586325,130.7343297448899,16.302050694386253,-8.38538243481301,18.332252873567118,2.930309588110118,1348.1398700313262,125.77730123080102,15.344725445001131,-4.957028514088876,16.125530399709504,-2.2067224738576137,1359.4363513671876,121.86314900514027,11.296481335861472,-3.914152225660743,11.95537863127352,-4.170151768435984
20,1205.2650802716769,244.48724953508105,12.039592410974592,-18.59147765619292,22.149375315415053,-2.5879407603211,1216.9649929349991,226.44650201818845,11.699912663322266,-18.040747516892594,21.502477236300823,-0.64689807911423,1228.762599720714,211.19642946159047,11.797606785714834,-15.250072556597985,19.280773813616705,-2.2217034226841186,1240.1208338915824,198.00090179427514,11.3582341708684,-13.195527667315332,17.410670116315654,-1.870103697301051,1251.6317503231219,191.1053285757767,11.5109164315395,-6.895573218498441,13.41827586188177,-3.992394254433883,1259.1129315568535,182.7352761530832,7.481181233731604,-8.370052422693504,11.226123561166398,-2.1921523007153727,1267.326677451387,175.1047572669424,8.213745894533531,-7.630518886140777,11.211174786422587,-0.014948774743810844,1278.0073444345574,166.31328812732573,10.68066698317034,-8.79146913961668,13.833530888324118,2.6223561019015307,1289.7757366953563,156.37799801679066,11.768392260798919,-9.935290110535078,15.401462462523746,1.567931574199628,1303.491187426864,147.37624203442266,13.715450731507644,-9.001755982367996,16.40564535562413,1.0041828931003849,1316.4930938919388,139.1197121797029,13.001906465074853,-8.256529854719759,15.401943285457,-1.0037020701671313,1332.795144586325,130.7343297448899,16.302050694386253,-8.38538243481301,18.332252873567118,2.930309588110118,1348.1398700313262,125.77730123080102,15.344725445001131,-4.957028514088876,16.125530399709504,-2.2067224738576137,1359.4363513671876,121.86314900514027,11.296481335861472,-3.914152225660743,11.95537863127352,-4.170151768435984,1356.6565576650746,118.77502758273076,-2.779793702113011,-3.0881214224095146,4.154966539678957,-7.800412091594564
